Name,Address,City,CountryCode,Weekdays,Start_Hours,Start_Minutes,End_Hour,End_Minutes,Rating
580 Bench,580 Saint Kilda Rd,Melbourne,AU,6,10,00,22,00,5.0
5Church,127 N Tryon St,Charlotte,US,0,11,00,15,00,3.5
5Church,127 N Tryon St,Charlotte,US,0,18,00,21,00,3.5
5Church,127 N Tryon St,Charlotte,US,1,11,00,15,00,3.5
5Church,127 N Tryon St,Charlotte,US,1,18,00,21,00,3.5
5Church,127 N Tryon St,Charlotte,US,2,11,00,15,00,3.5
5Church,127 N Tryon St,Charlotte,US,2,18,00,21,00,3.5
5Church,127 N Tryon St,Charlotte,US,3,11,00,15,00,3.5
5Church,127 N Tryon St,Charlotte,US,3,18,00,21,00,3.5
5Church,127 N Tryon St,Charlotte,US,4,11,00,15,00,3.5
5Church,127 N Tryon St,Charlotte,US,4,18,00,21,00,3.5
62 Rokujuni,62 Clarence St,Sydney,AU,0,11,00,00,00,3.0
62 Rokujuni,62 Clarence St,Sydney,AU,1,11,00,00,00,3.0
62 Rokujuni,62 Clarence St,Sydney,AU,2,11,00,00,00,3.0
62 Rokujuni,62 Clarence St,Sydney,AU,3,11,00,00,00,3.0
62 Rokujuni,62 Clarence St,Sydney,AU,4,11,00,00,00,3.0
62 Rokujuni,62 Clarence St,Sydney,AU,5,11,00,00,00,3.0
62 Rokujuni,62 Clarence St,Sydney,AU,6,11,00,00,00,3.0
678 Korean Bbq,1/ 396 Pitt St,Sydney,AU,0,11,00,14,00,3.5
678 Korean Bbq,1/ 396 Pitt St,Sydney,AU,1,11,00,14,00,3.5
678 Korean Bbq,1/ 396 Pitt St,Sydney,AU,2,11,00,14,00,3.5
678 Korean Bbq,1/ 396 Pitt St,Sydney,AU,3,11,00,14,00,3.5
678 Korean Bbq,1/ 396 Pitt St,Sydney,AU,4,11,00,14,00,3.5
6th Avenue Eats,230 6th Ave N,Seattle,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,5.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,0,10,00,22,00,4.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,1,10,00,22,00,4.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,2,10,00,22,00,4.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,3,10,00,22,00,4.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,4,10,00,00,00,4.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,5,10,00,00,00,4.0
7 Greens Detroit Salad,1222 Library St,Detroit,US,6,09,00,22,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,0,10,00,22,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,1,10,00,22,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,2,10,00,22,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,3,10,00,22,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,4,10,00,02,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,5,09,00,02,00,4.0
7 Leguas Mexican Grille,4550 E Colfax Ave,Denver,US,6,09,00,22,00,4.0
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,0,11,30,00,00,4.5
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,1,11,30,00,00,4.5
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,2,11,30,00,00,4.5
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,3,11,30,00,00,4.5
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,4,11,30,02,00,4.5
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,5,10,30,02,00,4.5
7 Leguas Mexican Grille,8501 E Colfax Ave,Denver,US,6,10,00,00,00,4.5
75 on Liberty Wharf,220 Northern Ave,Boston,US,0,06,30,16,00,3.0
75 on Liberty Wharf,220 Northern Ave,Boston,US,1,06,30,16,00,3.0
75 on Liberty Wharf,220 Northern Ave,Boston,US,2,06,30,16,00,3.0
75 on Liberty Wharf,220 Northern Ave,Boston,US,3,06,30,16,00,3.0
75 on Liberty Wharf,220 Northern Ave,Boston,US,4,06,30,16,00,3.0
75 on Liberty Wharf,220 Northern Ave,Boston,US,5,07,30,17,00,3.0
75 on Liberty Wharf,220 Northern Ave,Boston,US,6,07,30,17,00,3.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,0,16,00,23,00,0.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,1,16,00,23,00,0.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,2,16,00,23,00,0.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,3,16,00,23,00,0.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,4,16,00,02,00,0.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,5,14,00,02,00,0.0
7th & Bake Patisserie Cafe,144/41 Eastlake Pde,Canberra,AU,6,11,00,16,00,0.0
7th District,321 N Caldwell St,Charlotte,US,0,12,00,23,00,3.5
7th District,321 N Caldwell St,Charlotte,US,1,12,00,23,00,3.5
7th District,321 N Caldwell St,Charlotte,US,2,12,00,23,00,3.5
7th District,321 N Caldwell St,Charlotte,US,3,12,00,23,00,3.5
7th District,321 N Caldwell St,Charlotte,US,4,12,00,23,00,3.5
7th District,321 N Caldwell St,Charlotte,US,5,10,00,23,00,3.5
7th District,321 N Caldwell St,Charlotte,US,6,10,00,17,00,3.5
8 Hoxton Square,8 Hoxton Square,London,GB,0,11,00,02,00,4.0
8 Hoxton Square,8 Hoxton Square,London,GB,1,11,00,02,00,4.0
8 Hoxton Square,8 Hoxton Square,London,GB,2,11,00,02,00,4.0
8 Hoxton Square,8 Hoxton Square,London,GB,3,11,00,02,00,4.0
8 Hoxton Square,8 Hoxton Square,London,GB,4,11,00,02,00,4.0
8 Hoxton Square,8 Hoxton Square,London,GB,5,11,00,02,00,4.0
8 Hoxton Square,8 Hoxton Square,London,GB,6,11,00,02,00,4.0
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,0,10,00,23,00,3.5
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,1,10,00,23,00,3.5
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,2,10,00,23,00,3.5
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,3,10,00,23,00,3.5
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,4,10,00,23,00,3.5
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,5,11,00,00,00,3.5
800 Degrees,Monte Carlo Hotel and Casino,Las Vegas,US,6,11,00,00,00,3.5
888 Chinese Restaurant,403 Winkler Dr,Houston,US,0,11,00,23,00,4.0
888 Chinese Restaurant,403 Winkler Dr,Houston,US,1,11,00,23,00,4.0
888 Chinese Restaurant,403 Winkler Dr,Houston,US,2,11,00,23,00,4.0
888 Chinese Restaurant,403 Winkler Dr,Houston,US,3,11,00,23,00,4.0
888 Chinese Restaurant,403 Winkler Dr,Houston,US,4,11,00,23,00,4.0
888 Chinese Restaurant,403 Winkler Dr,Houston,US,5,11,00,23,00,4.0
888 Chinese Restaurant,403 Winkler Dr,Houston,US,6,11,00,23,00,4.0
8Bit,231 Swanston Street,Melbourne,AU,0,11,30,22,00,3.5
8Bit,231 Swanston Street,Melbourne,AU,1,11,30,22,00,3.5
8Bit,231 Swanston Street,Melbourne,AU,2,11,30,22,00,3.5
8Bit,231 Swanston Street,Melbourne,AU,3,11,30,22,00,3.5
8Bit,231 Swanston Street,Melbourne,AU,4,11,30,22,30,3.5
8Bit,231 Swanston Street,Melbourne,AU,5,11,30,22,30,3.5
8Bit,231 Swanston Street,Melbourne,AU,6,11,30,22,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,0,11,30,23,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,1,11,30,23,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,2,11,30,23,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,3,11,30,23,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,4,11,30,00,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,5,11,30,00,00,3.5
8Elements Perfect Indian Cuisine,1781 E Capitol Expy,San Jose,US,6,11,30,22,00,3.5
8oz Burger & Co,1401 Broadway,Seattle,US,0,08,00,21,00,4.0
8oz Burger & Co,1401 Broadway,Seattle,US,1,08,00,21,00,4.0
8oz Burger & Co,1401 Broadway,Seattle,US,2,08,00,21,00,4.0
8oz Burger & Co,1401 Broadway,Seattle,US,3,08,00,21,00,4.0
8oz Burger & Co,1401 Broadway,Seattle,US,4,08,00,21,00,4.0
8oz Burger & Co,1401 Broadway,Seattle,US,5,08,00,21,00,4.0
8oz Burger & Co,1401 Broadway,Seattle,US,6,08,00,21,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,0,10,00,22,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,1,10,00,22,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,2,10,00,22,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,3,10,00,22,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,4,10,00,23,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,5,10,00,23,00,4.0
90 Miles Cuban Café,3101 N Clybourn Ave,Chicago,US,6,10,00,22,00,4.0
90 Miles Cuban Café,2540 W Armitage Ave,Chicago,US,0,07,30,17,00,4.0
90 Miles Cuban Café,2540 W Armitage Ave,Chicago,US,1,07,30,17,00,4.0
90 Miles Cuban Café,2540 W Armitage Ave,Chicago,US,2,07,30,17,00,4.0
90 Miles Cuban Café,2540 W Armitage Ave,Chicago,US,3,07,30,00,00,4.0
90 Miles Cuban Café,2540 W Armitage Ave,Chicago,US,4,07,30,00,00,4.0
90 Miles Cuban Café,2540 W Armitage Ave,Chicago,US,5,18,00,00,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,0,07,00,22,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,1,07,00,22,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,2,07,00,22,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,3,07,00,22,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,4,07,00,22,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,5,07,00,22,00,4.0
90 Secondi,1/700 Bourke St,Melbourne,AU,6,07,00,17,00,4.0
A 2nd Cup,1111 E 11th St,Houston,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,0,07,00,20,00,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,1,07,00,21,00,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,2,07,00,20,00,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,3,07,00,20,00,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,4,07,00,21,00,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,5,08,00,20,00,4.5
A & L Ham Palace,9405 W Fort St,Detroit,US,6,08,00,20,00,4.5
A Baked Joint,440 K St NW,Washington,US,0,05,30,14,00,4.5
A Baked Joint,440 K St NW,Washington,US,1,05,30,14,00,4.5
A Baked Joint,440 K St NW,Washington,US,2,05,30,14,00,4.5
A Baked Joint,440 K St NW,Washington,US,3,05,30,14,00,4.5
A Baked Joint,440 K St NW,Washington,US,4,05,30,14,00,4.5
A Baked Joint,440 K St NW,Washington,US,5,06,00,14,00,4.5
A Baked Joint,440 K St NW,Washington,US,6,07,00,14,00,4.5
A Bite of Wyoming,2227 Alum Rock Ave,San Jose,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,3.5
A Bite To Eat A Drink As Well,Chifley Pl,Chifley,AU,1,17,00,00,00,4.0
A Bite To Eat A Drink As Well,Chifley Pl,Chifley,AU,2,17,00,00,00,4.0
A Bite To Eat A Drink As Well,Chifley Pl,Chifley,AU,3,17,00,00,00,4.0
A Bite To Eat A Drink As Well,Chifley Pl,Chifley,AU,4,17,00,00,00,4.0
A Bite To Eat A Drink As Well,Chifley Pl,Chifley,AU,5,17,00,00,00,4.0
A Bite To Eat A Drink As Well,Chifley Pl,Chifley,AU,6,17,00,00,00,4.0
A Fish Called Inglewood,Unit 2,Inglewood,AU,1,11,00,00,00,5.0
A Fish Called Inglewood,Unit 2,Inglewood,AU,2,11,00,00,00,5.0
A Fish Called Inglewood,Unit 2,Inglewood,AU,3,11,00,00,00,5.0
A Fish Called Inglewood,Unit 2,Inglewood,AU,4,11,00,00,00,5.0
A Fish Called Inglewood,Unit 2,Inglewood,AU,5,11,00,00,00,5.0
A Fish Called Inglewood,Unit 2,Inglewood,AU,6,12,30,00,00,5.0
A Slice of New York,3443 Stevens Creek Blvd,San Jose,US,0,07,30,22,00,4.5
A Slice of New York,3443 Stevens Creek Blvd,San Jose,US,1,07,30,22,00,4.5
A Slice of New York,3443 Stevens Creek Blvd,San Jose,US,2,07,30,22,00,4.5
A Slice of New York,3443 Stevens Creek Blvd,San Jose,US,3,07,30,22,00,4.5
A Slice of New York,3443 Stevens Creek Blvd,San Jose,US,4,07,30,22,00,4.5
A Slice of New York,3443 Stevens Creek Blvd,San Jose,US,5,07,30,22,00,4.5
A25,399 Lonsdale St,Melbourne,AU,0,11,00,21,30,4.0
A25,399 Lonsdale St,Melbourne,AU,1,11,00,14,30,4.0
A25,399 Lonsdale St,Melbourne,AU,1,17,00,21,30,4.0
A25,399 Lonsdale St,Melbourne,AU,2,11,00,14,30,4.0
A25,399 Lonsdale St,Melbourne,AU,2,17,00,21,30,4.0
A25,399 Lonsdale St,Melbourne,AU,3,11,00,14,30,4.0
A25,399 Lonsdale St,Melbourne,AU,3,17,00,21,30,4.0
A25,399 Lonsdale St,Melbourne,AU,4,11,00,14,30,4.0
A25,399 Lonsdale St,Melbourne,AU,4,17,00,21,30,4.0
A25,399 Lonsdale St,Melbourne,AU,5,11,00,21,30,4.0
A25,399 Lonsdale St,Melbourne,AU,6,11,00,21,30,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,0,11,00,01,00,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,1,11,00,01,00,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,2,11,00,01,00,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,3,11,00,01,00,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,4,11,00,01,00,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,5,11,00,01,00,4.0
Aamaya Indian Restaurant,"11/39, Portside Wharf",Brisbane,AU,6,11,00,01,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,0,11,30,02,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,1,11,30,02,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,2,11,30,02,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,3,11,30,02,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,4,11,30,02,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,5,11,30,02,00,4.0
Abb Air,"Shop 9.60, World Square Shopping Centre",Sydney,AU,6,11,30,02,00,4.0
Abby Lane Food & Spirits,255 Tremont St,Boston,US,0,12,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,0,17,30,22,30,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,1,12,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,1,17,30,22,30,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,2,12,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,2,17,30,22,30,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,3,12,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,3,17,30,23,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,4,12,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,4,17,30,23,30,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,5,11,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,5,17,30,23,30,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,6,11,00,15,00,3.5
Abby Lane Food & Spirits,255 Tremont St,Boston,US,6,17,30,22,00,3.5
ABC Kitchen,35 E 18th St,New York,US,0,11,30,23,00,4.0
ABC Kitchen,35 E 18th St,New York,US,1,11,30,23,00,4.0
ABC Kitchen,35 E 18th St,New York,US,2,11,30,23,00,4.0
ABC Kitchen,35 E 18th St,New York,US,3,11,30,23,00,4.0
ABC Kitchen,35 E 18th St,New York,US,4,11,30,00,00,4.0
ABC Kitchen,35 E 18th St,New York,US,5,11,00,00,00,4.0
ABC Kitchen,35 E 18th St,New York,US,6,11,00,23,00,4.0
Abe & Louie's,793 Boylston St,Boston,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,0,12,00,23,00,3.5
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,1,12,00,23,00,3.5
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,2,12,00,23,00,3.5
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,3,12,00,23,00,3.5
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,4,12,00,23,00,3.5
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,5,12,00,23,00,3.5
Abell's Kopi Tiam,7 Furneaux St,Manuka,AU,6,12,00,22,00,3.5
Abeno Too,17-18 Great Newport Street,London,GB,0,08,00,11,00,4.0
Abeno Too,17-18 Great Newport Street,London,GB,1,08,00,13,00,4.0
Abeno Too,17-18 Great Newport Street,London,GB,2,08,00,13,00,4.0
Abeno Too,17-18 Great Newport Street,London,GB,3,08,00,13,00,4.0
Abeno Too,17-18 Great Newport Street,London,GB,4,08,00,13,00,4.0
Abeno Too,17-18 Great Newport Street,London,GB,5,09,00,13,00,4.0
Abeno Too,17-18 Great Newport Street,London,GB,6,10,00,13,00,4.0
Aboil Cafe,5503 Georgia Ave,Washington,US,0,09,00,23,00,5.0
Aboil Cafe,5503 Georgia Ave,Washington,US,1,09,00,23,00,5.0
Aboil Cafe,5503 Georgia Ave,Washington,US,2,09,00,23,00,5.0
Aboil Cafe,5503 Georgia Ave,Washington,US,3,09,00,23,00,5.0
Aboil Cafe,5503 Georgia Ave,Washington,US,4,09,00,23,00,5.0
Aboil Cafe,5503 Georgia Ave,Washington,US,5,09,00,23,00,5.0
Aboil Cafe,5503 Georgia Ave,Washington,US,6,09,00,23,00,5.0
Abu Zaad,128 Edgware Road,London,GB,0,09,00,20,00,4.5
Abu Zaad,128 Edgware Road,London,GB,1,09,00,20,00,4.5
Abu Zaad,128 Edgware Road,London,GB,2,09,00,20,00,4.5
Abu Zaad,128 Edgware Road,London,GB,3,09,00,20,00,4.5
Abu Zaad,128 Edgware Road,London,GB,4,09,00,21,00,4.5
Abu Zaad,128 Edgware Road,London,GB,5,09,00,21,00,4.5
Abu Zaad,128 Edgware Road,London,GB,6,09,00,19,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,0,15,00,22,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,1,15,00,22,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,2,15,00,22,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,3,15,00,22,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,4,15,00,22,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,5,11,00,22,00,4.5
Abuela's Tacos,4225 E Sahara Ave,Las Vegas,US,6,11,00,22,00,4.5
Acero,1446 S Broadway,Denver,US,0,08,30,00,00,3.5
Acero,1446 S Broadway,Denver,US,1,08,30,00,00,3.5
Acero,1446 S Broadway,Denver,US,2,08,30,00,00,3.5
Acero,1446 S Broadway,Denver,US,3,08,30,00,00,3.5
Acero,1446 S Broadway,Denver,US,4,08,30,00,00,3.5
Acero,1446 S Broadway,Denver,US,5,09,30,00,00,3.5
Acero,1446 S Broadway,Denver,US,6,10,00,00,00,3.5
ACMI Cafe & Bar,Federation Square,Melbourne,AU,0,11,00,00,00,4.0
ACMI Cafe & Bar,Federation Square,Melbourne,AU,1,11,00,00,00,4.0
ACMI Cafe & Bar,Federation Square,Melbourne,AU,2,11,00,00,00,4.0
ACMI Cafe & Bar,Federation Square,Melbourne,AU,3,11,00,00,00,4.0
ACMI Cafe & Bar,Federation Square,Melbourne,AU,4,11,00,02,00,4.0
ACMI Cafe & Bar,Federation Square,Melbourne,AU,5,11,00,02,00,4.0
ACMI Cafe & Bar,Federation Square,Melbourne,AU,6,11,00,02,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,0,07,00,22,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,1,07,00,22,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,2,07,00,22,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,3,07,00,22,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,4,07,00,22,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,5,08,00,22,00,4.0
Ad Lib,111 Hope Street,Glasgow,GB,6,08,00,21,00,4.0
Adair Kitchen,5161 San Felipe St,Houston,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,0,12,00,15,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,0,18,00,23,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,1,12,00,15,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,1,18,00,23,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,2,12,00,15,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,2,18,00,23,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,3,12,00,15,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,3,18,00,23,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,4,12,00,15,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,4,18,00,23,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,5,18,00,23,00,4.0
Adam's Cafe,210a Smithdown Road,Liverpool,GB,6,18,00,22,30,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,0,11,00,21,00,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,1,11,00,21,00,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,2,11,00,21,00,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,3,11,00,21,00,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,4,11,00,22,00,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,5,14,00,22,00,4.0
Addie's Thai Cafe,121 Earl's Court Road,London,GB,6,14,00,21,00,4.0
Adela's Italian,4041 E Thomas Rd,Phoenix,US,0,11,00,22,00,4.5
Adela's Italian,4041 E Thomas Rd,Phoenix,US,1,11,00,23,00,4.5
Adela's Italian,4041 E Thomas Rd,Phoenix,US,2,11,00,23,00,4.5
Adela's Italian,4041 E Thomas Rd,Phoenix,US,3,11,00,23,00,4.5
Adela's Italian,4041 E Thomas Rd,Phoenix,US,4,11,00,23,00,4.5
Adela's Italian,4041 E Thomas Rd,Phoenix,US,5,10,00,23,00,4.5
Adela's Italian,4041 E Thomas Rd,Phoenix,US,6,10,00,22,00,4.5
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,0,09,00,21,30,4.0
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,1,09,00,21,30,4.0
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,2,09,00,21,30,4.0
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,3,09,00,21,30,4.0
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,4,09,00,22,00,4.0
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,5,09,00,22,00,4.0
Adelitas Cocina y Cantina,1294 S Broadway,Denver,US,6,09,00,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,0,11,30,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,1,11,30,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,2,11,30,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,3,11,30,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,4,11,30,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,5,11,30,21,30,4.0
Adelita's Taqueria,1896 Curtner Ave,San Jose,US,6,11,30,21,30,4.0
Adelphi Grill,14 Mill St,Perth,AU,0,11,30,23,00,3.5
Adelphi Grill,14 Mill St,Perth,AU,1,11,30,23,00,3.5
Adelphi Grill,14 Mill St,Perth,AU,2,11,30,00,00,3.5
Adelphi Grill,14 Mill St,Perth,AU,3,11,30,00,00,3.5
Adelphi Grill,14 Mill St,Perth,AU,4,11,30,01,00,3.5
Adelphi Grill,14 Mill St,Perth,AU,5,11,30,01,00,3.5
Adelphi Grill,14 Mill St,Perth,AU,6,12,00,22,30,3.5
Admiral Codrington,17 Mossop Street,London,GB,0,11,00,21,00,4.0
Admiral Codrington,17 Mossop Street,London,GB,1,11,00,21,00,4.0
Admiral Codrington,17 Mossop Street,London,GB,2,11,00,21,00,4.0
Admiral Codrington,17 Mossop Street,London,GB,3,11,00,21,00,4.0
Admiral Codrington,17 Mossop Street,London,GB,4,11,00,22,00,4.0
Admiral Codrington,17 Mossop Street,London,GB,5,11,00,22,00,4.0
Admiral Codrington,17 Mossop Street,London,GB,6,11,00,20,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,0,08,00,23,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,1,08,00,23,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,2,08,00,23,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,3,08,00,23,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,4,08,00,23,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,5,10,00,23,00,4.0
Adobo Dragon,915 N Central Ave,Phoenix,US,6,10,00,22,00,4.0
Aero Cafe & Bar,Shop 2,Sydney,AU,0,07,00,15,30,4.5
Aero Cafe & Bar,Shop 2,Sydney,AU,2,07,00,15,30,4.5
Aero Cafe & Bar,Shop 2,Sydney,AU,3,07,00,15,30,4.5
Aero Cafe & Bar,Shop 2,Sydney,AU,4,07,00,15,30,4.5
Aero Cafe & Bar,Shop 2,Sydney,AU,5,07,30,16,00,4.5
Aero Cafe & Bar,Shop 2,Sydney,AU,6,07,30,16,00,4.5
Affogato,29 Hardware,Melbourne,AU,0,11,30,23,00,4.0
Affogato,29 Hardware,Melbourne,AU,1,11,00,23,00,4.0
Affogato,29 Hardware,Melbourne,AU,2,11,00,22,00,4.0
